flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
4652,0,4652,4652,0,0,0,4652,`122c,lv_refr.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2196,0,2196,2196,0,0,0,2196,`894,lv_display.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1192,0,1192,1192,0,0,0,1192,`4a8,lv_draw.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2424,0,2424,2384,40,0,0,2424,`978,lv_draw_buf.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1340,0,1340,1324,16,0,0,1340,`53c,lv_draw_image.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2516,0,2516,2516,0,0,0,2516,`9d4,lv_draw_label.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
116,0,116,116,0,0,0,116,`74,lv_draw_mask.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1500,0,1500,1500,0,0,0,1500,`5dc,lv_draw_rect.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
484,0,484,484,0,0,0,484,`1e4,lv_image_decoder.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
5556,0,5556,5556,0,0,0,5556,`15b4,lv_draw_sw_mask.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
308,0,308,308,0,0,0,308,`134,lv_font.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
3236,0,3236,3196,40,0,0,3236,`ca4,lv_font_fmt_txt.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
6348,0,6348,6348,0,0,0,6348,`18cc,lv_indev.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
3836,0,3836,3836,0,0,0,3836,`efc,lv_indev_scroll.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
3464,0,3464,3464,0,0,0,3464,`d88,lv_flex.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2420,0,2420,2380,40,0,0,2420,`974,lv_bar.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
92,0,92,92,0,0,0,92,`5c,lv_layout.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
136,412,136,136,0,0,412,548,`224,lv_init.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1976,0,1976,1976,0,0,0,1976,`7b8,lv_anim.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2660,0,2660,2660,0,0,0,2660,`a64,lv_area.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
136,0,136,136,0,0,0,136,`88,lv_async.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
247,0,247,232,15,0,0,247,`f7,lv_color.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
324,0,324,324,0,0,0,324,`144,lv_event.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
925,0,925,924,1,0,0,925,`39d,lv_fs.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
444,0,444,444,0,0,0,444,`1bc,lv_ll.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1514,0,1514,1332,182,0,0,1514,`5ea,lv_math.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
818,0,818,248,570,0,0,818,`332,lv_palette.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
920,0,920,776,144,0,0,920,`398,lv_style.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
712,0,712,712,0,0,0,712,`2c8,lv_style_gen.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2491,28,2463,2452,11,28,0,2491,`9bb,lv_text.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
816,0,816,816,0,0,0,816,`330,lv_timer.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
76,0,76,76,0,0,0,76,`4c,lv_utils.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
12,0,12,12,0,0,0,12,`c,lv_os_none.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
184,0,184,184,0,0,0,184,`b8,lv_imgfont.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
3484,0,3484,3484,0,0,0,3484,`d9c,lv_sprintf_builtin.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2320,0,2320,2320,0,0,0,2320,`910,lv_string_builtin.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
124,0,124,124,0,0,0,124,`7c,lv_mem.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
13304,0,13304,13288,16,0,0,13304,`33f8,lv_theme_default.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
328,0,328,328,0,0,0,328,`148,lv_theme.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
92,0,92,92,0,0,0,92,`5c,lv_tick.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
3512,0,3512,3472,40,0,0,3512,`db8,lv_arc.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
92,0,92,52,40,0,0,92,`5c,lv_button.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
4877,28,4849,4756,93,28,0,4877,`130d,lv_buttonmatrix.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
3833,0,3833,3704,129,0,0,3833,`ef9,lv_dropdown.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
3360,0,3360,3220,140,0,0,3360,`d20,lv_roller.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
751,0,751,708,43,0,0,751,`2ef,lv_switch.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
3962,0,3962,3920,42,0,0,3962,`f7a,lv_table.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1695,0,1695,1584,111,0,0,1695,`69f,lv_calendar.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1352,0,1352,460,892,0,0,1352,`548,lv_calendar_header_arrow.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1149,0,1149,424,725,0,0,1149,`47d,lv_calendar_header_dropdown.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
5790,0,5790,5748,42,0,0,5790,`169e,lv_chart.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
931,0,931,876,55,0,0,931,`3a3,lv_checkbox.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2413,80,2333,704,1629,80,0,2413,`96d,lv_keyboard.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
4971,0,4971,4924,47,0,0,4971,`136b,lv_label.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1124,0,1124,1084,40,0,0,1124,`464,lv_led.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
733,0,733,692,41,0,0,733,`2dd,lv_line.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1421,0,1421,1032,389,0,0,1421,`58d,lv_menu.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
4962,0,4962,4916,46,0,0,4962,`1362,lv_scale.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2535,0,2535,2492,43,0,0,2535,`9e7,lv_slider.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
28,0,28,28,0,0,0,28,`1c,lv_span.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2228,0,2228,2180,48,0,0,2228,`8b4,lv_spinbox.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
204,0,204,160,44,0,0,204,`cc,lv_spinner.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
976,0,976,932,44,0,0,976,`3d0,lv_tabview.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
4806,4,4806,4752,54,0,4,4810,`12ca,lv_textarea.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
365,0,365,276,89,0,0,365,`16d,lv_tileview.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
168,0,168,128,40,0,0,168,`a8,lv_win.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2736,12,2728,2268,460,8,4,2740,`ab4,lv_port_disp.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
12,0,12,12,0,0,0,12,`c,lv_port_mem.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
678,14,678,468,210,0,14,692,`2b4,lv_vendor.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
574,0,574,574,0,0,0,574,`23e,base64.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1232,0,1232,1232,0,0,0,1232,`4d0,constant_time.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1095,0,1095,1020,75,0,0,1095,`447,md.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2266,0,2266,2266,0,0,0,2266,`8da,md5.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
52,8,44,44,0,8,0,52,`34,platform.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
24,0,24,20,4,0,0,24,`18,platform_util.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
4206,0,4206,4206,0,0,0,4206,`106e,sha1.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2646,0,2646,2390,256,0,0,2646,`a56,sha256.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1228,8,1228,908,320,0,8,1236,`4d4,tdl_audio_manage.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1222,0,1222,924,298,0,0,1222,`4c6,tdl_display_fb_manage.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
900,3,897,596,301,3,0,900,`384,tdl_display_format.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1450,8,1442,1230,212,8,0,1450,`5aa,tdl_display_manage.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
3093,35,3071,2396,675,22,13,3106,`c22,tdl_button_manage.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
813,0,813,518,295,0,0,813,`32d,tdd_button_gpio.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
955,8,947,776,171,8,0,955,`3bb,tdl_led_manage.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1407,24,1399,1212,187,8,16,1423,`58f,tdl_camera_manage.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
3186,88,3186,2524,662,0,88,3274,`cca,tal_cli.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
661,8,661,568,93,0,8,669,`29d,tal_uart.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1160,20,1160,958,202,0,20,1180,`49c,tal_dma2d.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2907,0,2907,2878,29,0,0,2907,`b5b,tal_image_yuv422_to_binary.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
519,4,519,440,79,0,4,523,`20b,tal_image_yuv422_to_rgb.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1803,242,1803,1454,349,0,242,2045,`7fd,tal_kv.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1002,0,1002,840,162,0,0,1002,`3ea,kv_serialize.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
13539,0,13539,13000,539,0,0,13539,`34e3,lfs.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
476,0,476,476,0,0,0,476,`1dc,tal_hash.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
672,0,672,672,0,0,0,672,`2a0,tal_symmetry.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
60,0,60,60,0,0,0,60,`3c,tal_api.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1630,28,1630,1540,90,0,28,1658,`67a,tal_event.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
2095,28,2071,1872,199,24,4,2099,`833,tal_log.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
887,40,887,804,83,0,40,927,`39f,tal_sw_timer.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
330,8,330,196,134,0,8,338,`152,tal_system.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1902,16,1902,1302,600,0,16,1918,`77e,tal_thread.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
1278,100,1278,1120,158,0,100,1378,`562,tal_time_serivce.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
571,8,571,396,175,0,8,579,`243,tal_workq_service.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
782,0,782,688,94,0,0,782,`30e,tal_workqueue.c.o (ex /Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a),/Users/rohit/repos/TuyaOpen/apps/tuya.ai/fallguard/.build/lib/libtuyaos.a
